v0.6.1,,,,,,,,,,
CÓDIGO,UNIDAD,"MATERIAL BÁSICO","MATERIAL 1","MATERIAL 2","MATERIAL 3",Masa,Masa,Masa,"TOTAL KG","FACTOR DE CALCULO HCE"
P05T,,TEJAS,,,,,,,0,0
P05TA,,"HORMIGÓN GREDOS PERFIL ÁRABE",,,,,,,0,0
P05TA010,u,"Teja Gredos rojo viejo 42x33","TEJA CERAMICA",,,,,,0,0
P05TA020,u,"Teja Gredos pizarra 42x33","TEJA CERAMICA",,,,,,0,0
P05TA030,u,"Teja Gredos roja 42x33","TEJA CERAMICA",,,,,,0,0
P05TA040,u,"Teja Gredos marrón 42x33","TEJA CERAMICA",,,,,,0,0
P05TA050,u,"Teja Gredos arena quemada 42x33","TEJA CERAMICA",,,,,,0,0
P05TC,,"CERÁMICAS CURVAS",,,,,,,0,0
P05TC004,u,"Teja curva roja 50x21","TEJA CERAMICA",,,,,,0,0
P05TC010,u,"Teja curva roja 40x19","TEJA CERAMICA",,,,,,0,0
P05TC030,u,"Teja curva 40x16 marrón","TEJA CERAMICA",,,,,,0,0
P05TC040,u,"Teja curva rojo viejo 40x20","TEJA CERAMICA",,,,,,0,0
P05TC050,u,"Teja curva marrón 40x21","TEJA CERAMICA",,,,,,0,0
P05TC100,u,"Teja curva musgo 40x20","TEJA CERAMICA",,,,,,0,0
P05TC102,u,"Teja curva rojo 40x20","TEJA CERAMICA",,,2,,,2,0
P05TC105,u,"Teja curva roja 40x15","TEJA CERAMICA",,,,,,0,0
P05TC120,u,"Teja curva rojo viejo 40x21","TEJA CERAMICA",,,,,,0,0
P05TC130,u,"Teja curva Cobert Collado 40x15 rojo","TEJA CERAMICA",,,,,,0,0
P05TC140,u,"Teja curva Cobert Collado 40x17 rojo","TEJA CERAMICA",,,,,,0,0
P05TC150,u,"Teja curva Cobert Collado 45x21 rojo","TEJA CERAMICA",,,,,,0,0
P05TC160,u,"Teja curva Cobert Collado 50x21 cadaqués y coral","TEJA CERAMICA",,,,,,0,0
P05TC220,u,"Teja curva rojo 45x21","TEJA CERAMICA",,,,,,0,0
P05TC235,u,"Teja curva ventilación color rojo","TEJA CERAMICA",,,2,,,2,0
P05TC350,u,"Teja curva de derribo 50x23x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC360,u,"Teja curva de derribo 43x21x16","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC370,u,"Teja curva de derribo 40x19x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC380,u,"Teja curva de encargo 50x23x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC390,u,"Teja curva de encargo 43x21x16","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC400,u,"Teja curva de encargo 40x19x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC410,u,"Teja curva envejecida 50x23x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC420,u,"Teja curva envejecida 43x21x16","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC430,u,"Teja curva envejecida 40x19x15","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC440,u,"Teja curva de encargo","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC450,u,"Teja curva envejecida cualquier medida","TEJA DE ARCILLA COCIDA",,,,,,0,0
P05TC470,u,"Teja curva esmaltada azul oscuro 25x13","TEJA CERAMICA",,,,,,0,0
P05TC475,u,"Teja ceramica curva 30x16 rojo","TEJA CERAMICA",,,,,,0,0
P05TF,,ASFÁLTICAS,,,,,,,0,0
P05TF010,m2,"Teja Onduvilla 3D rojo/verde","TEJA CERAMICA",,,,,,0,0
P05TF020,m2,"Teja Onduvilla 3D fiorentino","TEJA CERAMICA",,,,,,0,0
P05TF030,m2,"Clavo Onduvilla rojo/verde/fiorentino",,,,,,,0,0
P05TF060,m2,"Placa asfáltica Curidan Plus Danosa",,,,,,,0,0
P05TF070,m2,"Tégola Candiense Bardoline oval",,,,,,,0,0
P05TF080,m2,"Tégola Canadiense Bardoline rectangular",,,,,,,0,0
P05TF090,m2,"Placa asf. Tegola canadese Standard",,,,,,,0,0
P05TF100,m2,"Fijaciones Tegola Standard clavo (35/m2)",,,,,,,0,0
P05TG,,"HORMIGÓN GUADARRAMA PERFIL  ÁRABE",,,,,,,0,0
P05TG010,u,"Teja Guadarrama musgo verde 42x33","TEJA CERAMICA",,,,,,0,0
P05TG020,u,"Teja Guadarrama musgo seco 42x33","TEJA CERAMICA",,,,,,0,0
P05TH,,"HORMIGÓN UNIVERSAL Y ROMA",,,,,,,0,0
P05TH010,u,"Teja mixta universal gris pizarra 42x33","TEJA CERAMICA",,,,,,0,0
P05TH020,u,"Teja mixta universal roja 42x33","TEJA CERAMICA",,,,,,0,0
P05TH022,u,"Teja hormigón mixta rojo 42x30","TEJA HORMIGON",,,,,,0,0
P05TH024,u,"Teja hormigón mixta gris 42x30","TEJA HORMIGON",,,,,,0,0
P05TH030,u,"Teja mixta rojo-viejo 42x33","TEJA CERAMICA",,,,,,0,0
P05TH040,u,"Teja mixta universal marrón 42x33","TEJA CERAMICA",,,,,,0,0
P05TH060,u,"Teja mixta hormigón arena dorada","TEJA HORMIGON",,,,,,0,0
P05TH070,u,"Teja horm. Cobert H-Compact H020 negro","TEJA HORMIGON",,,,,,0,0
P05TH080,u,"Teja horm. Cobert Guadarrama musgo seco","TEJA HORMIGON",,,,,,0,0
P05TH090,u,"Teja horm. Cobert Gredos rojo viejo","TEJA HORMIGON",,,,,,0,0
P05TH100,u,"Teja horm. Cobert universal gris pizarra","TEJA HORMIGON",,,,,,0,0
P05TH110,u,"Teja horm. Cobert Teide bronce","TEJA HORMIGON",,,,,,0,0
P05TI,,"TEJAS DE VIDRIO",,,,,,,0,0
P05TI010,u,"Teja de vidrio 42x33 alicantina","VIDRIO PRENSADO",,,"3,6",,,"3,6",0
P05TI020,u,"Teja de vidrio 42x33 Gredos","VIDRIO PRENSADO",,,4,,,4,0
P05TI030,u,"Teja de vidrio 42x33 cazorla","VIDRIO PRENSADO",,,"3,52380952380952",,,"3,52380952380952",0
P05TL,,"HORMIGÓN PIRINEOS PERFIL PLANO",,,,,,,0,0
P05TL010,u,"Teja perf.plano pizarra 43x33,3","PIEDRA NATURAL CORTE SIERRA",,,"1,419",,,"1,419",0
P05TL020,u,"Teja p.plano rojo viejo 43x33,3","PIEDRA NATURAL CORTE SIERRA",,,"1,419",,,"1,419",0
P05TL022,u,"Teja hormigón plana Jaca 42x33,5","TEJA HORMIGON",,,,,,0,0
P05TL024,u,"Teja hormigón plana cumbrera","TEJA HORMIGON",,,,,,0,0
P05TL026,u,"Teja hormigón plana cumbrera rojo","TEJA HORMIGON",,,,,,0,0
P05TL030,u,"Teja hormigón Cobert Plana rojo viejo","TEJA HORMIGON",,,,,,0,0
P05TM,,"CERÁMICAS MIXTAS",,,,,,,0,0
P05TM010,u,"Teja Mixta Casares HDR","TEJA CERAMICA",,,,,,0,0
P05TM020,u,"Teja Occitania Crema envejecida HDR","TEJA CERAMICA",,,,,,0,0
P05TM021,u,"Teja Occitania Crema flameada HDR","TEJA CERAMICA",,,,,,0,0
P05TM023,u,"Teja Occitania Crema fogueada HDR","TEJA CERAMICA",,,,,,0,0
P05TM031,u,"Teja Natura Doñana HDR","TEJA CERAMICA",,,,,,0,0
P05TM032,u,"Teja Natura Ruidera HDR","TEJA CERAMICA",,,,,,0,0
P05TM033,u,"Teja Natura Marrón HDR","TEJA CERAMICA",,,,,,0,0
P05TM034,u,"Teja Mixta Duna HDR","TEJA CERAMICA",,,,,,0,0
P05TM036,u,"Teja Mixta Duna Cabañeros HDR","TEJA CERAMICA",,,,,,0,0
P05TM039,u,"Teja Mixta Duna envejecida HDR","TEJA CERAMICA",,,,,,0,0
P05TM050,u,"Teja Mixta Duna flameada HDR","TEJA CERAMICA",,,,,,0,0
P05TM060,u,"Teja Mixta Duna fogueada HDR","TEJA CERAMICA",,,,,,0,0
P05TM062,u,"Teja Marsellesa Marrón HDR","TEJA CERAMICA",,,,,,0,0
P05TM065,u,"Teja Mixta Marrón HDR","TEJA CERAMICA",,,,,,0,0
P05TM067,u,"Teja Moneo Marrón HDR","TEJA CERAMICA",,,,,,0,0
P05TM070,u,"Teja Occitania Marrón HDR","TEJA CERAMICA",,,,,,0,0
P05TM072,u,"Teja Mixta Medina HDR","TEJA CERAMICA",,,,,,0,0
P05TM075,u,"Teja Mixta Ordesa HDR","TEJA CERAMICA",,,,,,0,0
P05TM077,u,"Teja Mixta Provenzal HDR","TEJA CERAMICA",,,,,,0,0
P05TM080,u,"Teja Mixta Rioja HDR","TEJA CERAMICA",,,,,,0,0
P05TM082,u,"Teja Occitania Roja envejecida HDR","TEJA CERAMICA",,,,,,0,0
P05TM085,u,"Teja Mixta Roja envejecida HDR","TEJA CERAMICA",,,,,,0,0
P05TM087,u,"Teja Marsellesa Roja HDR","TEJA CERAMICA",,,,,,0,0
P05TM090,u,"Teja Mixta Roja HDR","TEJA CERAMICA",,,,,,0,0
P05TM092,u,"Teja Moneo Roja HDR","TEJA CERAMICA",,,,,,0,0
P05TM095,u,"Teja Occitania Roja HDR","TEJA CERAMICA",,,,,,0,0
P05TM097,u,"Teja Mixta Serena HDR","TEJA CERAMICA",,,,,,0,0
P05TM100,u,"Teja mixta Cobert Lógica Onda mate rojo","TEJA CERAMICA",,,,,,0,0
P05TM110,u,"Teja mixta Cobert Klinker K2 rojo","TEJA HORMIGON",,,,,,0,0
P05TM120,u,"Teja mixta Cobert Klinker meridional viejo Castilla","TEJA HORMIGON",,,,,,0,0
P05TM130,u,"Teja mixta Cobert Collado 10 mudéjar","TEJA CERAMICA",,,,,,0,0
P05TM140,u,"Teja mixta Cobert Meridional Nova paja flameado","TEJA CERAMICA",,,,,,0,0
P05TM150,u,"Teja mixta Cobert Cazorla platea","TEJA CERAMICA",,,,,,0,0
P05TM160,u,"Teja plana Cobert Alicantina rojo","TEJA CERAMICA",,,,,,0,0
P05TM390,u,"Teja mixta roja 43x26","TEJA CERAMICA",,,,,,0,0
P05TM910,u,"Teja mixta ventilación","TEJA CERAMICA",,,,,,0,0
P05TO,,"HORMIGÓN MONTSENY PERFIL ONDULADO",,,,,,,0,0
P05TO010,u,"Teja Montseny gris pizarra 42x33","TEJA CERAMICA",,,,,,0,0
P05TO020,u,"Teja Montseny roja 42x33","TEJA CERAMICA",,,,,,0,0
P05TO030,u,"Teja Montseny rojo-viejo 42x33","TEJA CERAMICA",,,,,,0,0
P05TO040,u,"Teja Montseny marrón 42x33","TEJA CERAMICA",,,,,,0,0
P05TO050,u,"Teja Montseny ar.quemada 42x33","TEJA CERAMICA",,,,,,0,0
P05TO060,u,"Teja Montseny avellana 42x33","TEJA CERAMICA",,,,,,0,0
P05TP,,"CERÁMICAS PLANAS",,,,,,,0,0
P05TP008,u,"Teja plana mate envejecida 43x26","TEJA CERAMICA",,,,,,0,0
P05TP009,u,"Teja plana vitrificada 43x26","TEJA CERAMICA",,,,,,0,0
P05TP010,u,"Teja plana roja 43x26 cm","TEJA CERAMICA",,,"3,65",,,"3,65",0
P05TP011,u,"Teja plana marrón 43x26 cm","TEJA CERAMICA",,,,,,0,0
P05TP015,u,"Teja plana Moneo roja","TEJA CERAMICA",,,,,,0,0
P05TP030,u,"Teja plana ventilación 43,2x26","TEJA CERAMICA",,,,,,0,0
P05TP101,u,"Teja plana alicantina 43x26 roja","TEJA CERAMICA",,,,,,0,0
P05TP102,u,"Teja plana ventilación alicantina","TEJA CERAMICA",,,,,,0,0
P05TP110,u,"Teja plana Cobert Lógica Plana satinado luna","TEJA CERAMICA",,,,,,0,0
P05TP120,u,"T.plana Cobert Lógica Marselha mate rojo",,,,,,,0,0
P05TP130,u,"Teja plana Cobert Klinker K3 grafito","TEJA HORMIGON",,,,,,0,0
P05TR,,"HORMIGÓN CURVAS",,,,,,,0,0
P05TR010,u,"Teja hgón.fotocatalítico","TEJA HORMIGON",,,,,,0,0
P05TV,,"CERÁMICAS AUTOVENTILADAS",,,,,,,0,0
P05TV060,u,"Teja curva caballete 46x29","TEJA CERAMICA",,,,,,0,0
P05TV070,u,"Teja curva cer.remate lateral 46x22","TEJA CERAMICA",,,,,,0,0
P05TW,,"PIEZAS ESPECIALES Y ACCESORIOS",,,,,,,0,0
P05TWC,,"PIEZAS ESPECIALES CERÁMICA CURVA",,,,,,,0,0
P05TWC010,u,"Teja curva caballete roja 46x29","TEJA CERAMICA",,,,,,0,0
P05TWC090,u,"Remate lateral color 46x13,6",,,,,,,0,0
P05TWH,,"PIEZAS ESPECIALES HORMIGÓN",,,,,,,0,0
P05TWH010,u,"Cumbrera hormigón color normal 42x22","TEJA HORMIGON",,,,,,0,0
P05TWH040,u,"Final cumbrera hormigón color 42x21","TEJA HORMIGON",,,,,,0,0
P05TWH070,u,"Cumbrera sierra hormigón color 42x20","TEJA HORMIGON",,,,,,0,0
P05TWH140,u,"Tej.ventilación hgón. var.perf. rojo","TEJA HORMIGON",,,,,,0,0
P05TWH150,u,"Remate angular hormi. color 42x16x14 rojo","TEJA HORMIGON",,,,,,0,0
P05TWH160,u,"Remate angular hgón. var.perf. pizarra","TEJA HORMIGON",,,,,,0,0
P05TWH180,u,"Teja ventilación hormigón color 42x33 pizarra","TEJA HORMIGON",,,,,,0,0
P05TWH190,u,"Cumbrera hgón.fotocatalítico",,,,,,,0,0
P05TWH200,u,"Teja alero hgón.fotocatalítico","TEJA HORMIGON",,,,,,0,0
P05TWH210,u,"Teja remate lat. hgón.fotocatalítico","TEJA HORMIGON",,,,,,0,0
P05TWH220,u,"Teja ventilación hgón.fotocatalítico","TEJA HORMIGON",,,,,,0,0
P05TWI,,IMPERMEABILIZACIÓN,,,,,,,0,0
P05TWI010,kg,"Colorante mortero rojo",,,,1,,,1,0
P05TWI030,kg,"Colorante mortero pizarra",,,,1,,,1,0
P05TWI090,l,"Espuma UR-45 esp.fijación tejas","PUR ESPUMA DE POLIURETANO",,,,,,0,0
P05TWM,,"PIEZAS ESPECIALES CERÁMICA PLANA",,,,,,,0,0
P05TWM010,u,"Teja caballete Alicantina","TEJA CERAMICA",,,,,,0,0
P05TWM040,u,"Teja plana ventilación roja 46x29","TEJA CERAMICA",,,,,,0,0
P05TWM050,u,"Teja caballete ebano 46x29","TEJA CERAMICA",,,,,,0,0
P05TWM080,u,"Caballete teja plana 46x29cm","TEJA CERAMICA",,,"3,76",,,"3,76",0
P05TWR,,RASTRELES,,,,,,,0,0
P05TWR060,m,"Rastrel metálico moleteado","ACERO GALVANIZADO",,,,,,0,0
P05TWR070,m,"Rastrel pino 25x50","MADERA ASERRADA CONIFERA SECADA AL AIRE",,,"0,00125",,,"0,00125",0
P05TWR080,m,"Rastrel pino 25x35","MADERA ASERRADA CONIFERA SECADA AL AIRE",,,"0,000875",,,"0,000875",0
P05TWR090,m,"Rastrel pino 25x25","MADERA ASERRADA CONIFERA SECADA AL AIRE",,,"0,000625",,,"0,000625",0
P05TWR100,m,"Rastrel pino 40x40","MADERA ASERRADA CONIFERA SECADA AL AIRE",,,"0,0016",,,"0,0016",0
P05TWV,,VARIOS,,,,,,,0,0
P05TWV050,u,"Remate ventilación PVC gris","CLORURO DE POLIVINILO (PVC)",,,,,,0,0
P05TWV200,m,"Remate lateral galv 50cm e=8mm",,,,,,,0,0
P05TWV210,u,"Veleta plana (gallo)",,,,,,,0,0
P05TWV220,u,"Tótem Uralita (varios mod.)",,,,,,,0,0
P05TWV230,u,"Soporte metálico de caballete",,,,,,,0,0
P05TWX,,"PIEZAS ESPECIALES CERÁMICA MIXTA",,,,,,,0,0
P05TWX010,u,"Caballete Casares","TEJA CERAMICA",,,,,,0,0
P05TWX015,u,"Remate lateral Casares","TEJA CERAMICA",,,,,,0,0
P05TWX020,u,"Caballete Occitania Crema envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX025,u,"Remate lateral Occitania Crema envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX030,u,"Caballete Occitania Crema flameada","TEJA CERAMICA",,,,,,0,0
P05TWX035,u,"Remate lateral Occitania Crema flameada","TEJA CERAMICA",,,,,,0,0
P05TWX040,u,"Caballete Occitania Crema fogueada","TEJA CERAMICA",,,,,,0,0
P05TWX045,u,"Remate lateral Occitania Crema fogueada","TEJA CERAMICA",,,,,,0,0
P05TWX050,u,"Caballete Natura Doñana","TEJA CERAMICA",,,,,,0,0
P05TWX055,u,"Remate lateral Natura Doñana","TEJA CERAMICA",,,,,,0,0
P05TWX060,u,"Caballete Natura Ruidera","TEJA CERAMICA",,,,,,0,0
P05TWX065,u,"Remate lateral Natura Ruidera","TEJA CERAMICA",,,,,,0,0
P05TWX070,u,"Caballete Natura Marrón","TEJA CERAMICA",,,,,,0,0
P05TWX075,u,"Remate lateral Natura Marrón","TEJA CERAMICA",,,,,,0,0
P05TWX080,u,"Caballete Duna","TEJA CERAMICA",,,,,,0,0
P05TWX085,u,"Remate lateral Duna","TEJA CERAMICA",,,,,,0,0
P05TWX090,u,"Caballete Duna Cabañeros","TEJA CERAMICA",,,,,,0,0
P05TWX095,u,"Remate lateral Duna Cabañeros","TEJA CERAMICA",,,,,,0,0
P05TWX100,u,"Caballete Duna envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX105,u,"Remate lateral Duna envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX110,u,"Caballete Duna flameada","TEJA CERAMICA",,,,,,0,0
P05TWX115,u,"Remate lateral Duna flameada","TEJA CERAMICA",,,,,,0,0
P05TWX120,u,"Caballete Duna fogueada","TEJA CERAMICA",,,,,,0,0
P05TWX125,u,"Remate lateral Duna fogueada","TEJA CERAMICA",,,,,,0,0
P05TWX130,u,"Caballete Occitania Marrón","TEJA CERAMICA",,,,,,0,0
P05TWX135,u,"Remate lateral Occitania Marrón","TEJA CERAMICA",,,,,,0,0
P05TWX140,u,"Caballete Medina","TEJA CERAMICA",,,,,,0,0
P05TWX145,u,"Remate lateral Medina","TEJA CERAMICA",,,,,,0,0
P05TWX150,u,"Caballete Ordesa","TEJA CERAMICA",,,,,,0,0
P05TWX155,u,"Remate lateral Ordesa","TEJA CERAMICA",,,,,,0,0
P05TWX160,u,"Caballete Provenzal","TEJA CERAMICA",,,,,,0,0
P05TWX165,u,"Remate lateral Provenzal","TEJA CERAMICA",,,,,,0,0
P05TWX170,u,"Caballete Rioja","TEJA CERAMICA",,,,,,0,0
P05TWX175,u,"Remate lateral Rioja","TEJA CERAMICA",,,,,,0,0
P05TWX180,u,"Caballete Roja envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX185,u,"Remate lateral Roja envejecida","TEJA CERAMICA",,,,,,0,0
P05TWX190,u,"Caballete Occitania Roja","TEJA CERAMICA",,,,,,0,0
P05TWX195,u,"Remate lateral Occitania Roja","TEJA CERAMICA",,,,,,0,0
P05TWX200,u,"Caballete Serena","TEJA CERAMICA",,,,,,0,0
P05TWX205,u,"Remate lateral Serena","TEJA CERAMICA",,,,,,0,0
P05TWX250,u,"Teja caballete cerámica 50x32 vieja","TEJA CERAMICA",,,,,,0,0
P05TWX260,u,"Teja caballete roja 50x32","TEJA CERAMICA",,,,,,0,0
P05TWX270,u,"Teja remate lateral cerámica roja","TEJA CERAMICA",,,"2,5",,,"2,5",0
P05TWX280,u,"Remate lateral vieja","TEJA CERAMICA",,,,,,0,0
P05TWX290,u,"Teja caballete 3 aguas mixta","TEJA CERAMICA",,,,,,0,0
P05W,,"PANELES SANDWICH",,,,,,,0,0
P05WA,,VARIOS,,,,,,,0,0
P05WA010,m2,"Panel sandwich 600x500 mm",,,,,,,0,0
P05WA020,m,"Lama Al 84 mm bl",ALUMINIO,,,,,,0,0
P05WA030,m,"Lama Al 135 mm bl",ALUMINIO,,,,,,0,0
P05WA040,m,"Lama Al 185 mm bl",ALUMINIO,,,,,,0,0
P05WA050,m,"Soporte Al 33x48x1,20",ALUMINIO,,,,,,0,0
P05WA060,m,"Perfil intermedio Al",ALUMINIO,,,,,,0,0
P05WA070,m,"Soporte Al 33x48x0,95",ALUMINIO,,,,,,0,0
P05WA080,m,"Soporte Al 33x48",ALUMINIO,,,,,,0,0
P05WA100,u,"Tornillo autorroscante 6,3x70mm c/estanq.",,,,,,,0,0
P05WA130,u,"P.chapa ac.prelac. cubierta-param.vert.","ACERO GALVANIZADO",,,"5,25",,,"5,25",0
P05WM,,"PANELES SANDWICH DE MADERA",,,,,,,0,0
P05WMA,,"ACABADO FRISO ABETO",,,,,,,0,0
P05WMA050,m2,"P.sánd. H16+corcho40+FR10 Abeto barn.","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,26",,,"0,26",0
P05WMA060,m2,"P.sánd. H16+corcho60+FR10 Abeto barn.","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,26",,,"0,26",0
P05WMA070,m2,"P.sánd. H16+corcho80+FR10 Abeto barn.","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,26",,,"0,26",0
P05WMA300,m2,"Panel Ondutherm H19+A40+FAB13 friso abeto barniz. 13mm","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,32",,,"0,32",0
P05WMA310,m2,"Panel Ondutherm H19+A50+FAB13 friso abeto barniz. 13mm","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,32",,,"0,32",0
P05WMA320,m2,"Panel Ondutherm H19+A60+FAB13 friso abeto barniz. 13mm","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,32",,,"0,32",0
P05WMA330,m2,"Panel Ondutherm H19+A80+FAB13 friso abeto barniz. 13mm","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,32",,,"0,32",0
P05WMH,,"ACABADO TABLERO AGLOMERADO HIDRÓFUGO",,,,,,,0,0
P05WMH100,m2,"Panel Ondutherm H19+A50+H10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMH110,m2,"Panel Ondutherm H19+A60+H10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMH120,m2,"Panel Ondutherm H19+A80+H10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMP,,"ACABADO CONTRACHAPADO PINO BARNIZADO",,,,,,,0,0
P05WMP300,m2,"Pan.Ondutherm H19+A40+PARB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMP310,m2,"Pan.Ondutherm H19+A50+PARB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMP320,m2,"Pan.Ondutherm H19+A60+PARB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMP330,m2,"Pan.Ondutherm H19+A80+PARB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","MADERA ASERRADA CONIFERA SECADA AL AIRE","0,29",,,"0,29",0
P05WMS,,"ACABADO TABLERO VIRUTAS",,,,,,,0,0
P05WMS030,m2,"Panel sándwich H16+corcho40+OSB11","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,27",,,"0,27",0
P05WMS040,m2,"Panel sándwich H16+corcho60+OSB11","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,27",,,"0,27",0
P05WMS050,m2,"Panel sándwich H16+corcho80+OSB11","TABLERO DE PARTICULAS","CORCHO EXPANDIDO","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,27",,,"0,27",0
P05WMS060,m2,"P.sánd. viruta10+lana mineral35+viruta5","TABLERO DE PARTICULAS","LANA DE ROCA","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,2",,,"0,2",0
P05WMS070,m2,"P.sánd. viruta10+lana mineral60+viruta5","TABLERO DE PARTICULAS","LANA DE ROCA","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,2",,,"0,2",0
P05WMS080,m2,"P.sánd. viruta5+lana roca40+viruta5","TABLERO DE PARTICULAS","LANA DE ROCA","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,2",,,"0,2",0
P05WMS090,m2,"P.sánd. viruta5+lana roca65+viruta5","TABLERO DE PARTICULAS","LANA DE ROCA","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,2",,,"0,2",0
P05WMS300,m2,"Panel Ondutherm H19+A50+OSB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,29",,,"0,29",0
P05WMS310,m2,"Panel Ondutherm H19+A60+OSB10","TABLERO DE PARTICULAS","XPS POLIESTIRENO EXTRUIDO","TABLERO DE VIRUTAS ORIENTADAS (OSB)","0,29",,,"0,29",0
P05WMY,,"ACABADO TABLERO YESO LAMINADO",,,,,,,0,0
P05WMY030,m2,"Panel sándwich H16+corcho40+PYL11","TABLERO AGLOMERADO","CORCHO EXPANDIDO","YESO NEGRO","10,08",5,"13,75","28,83",0
P05WMY040,m2,"Panel sándwich H16+corcho60+PYL11","TABLERO AGLOMERADO","CORCHO EXPANDIDO","YESO NEGRO","10,08","7,5","13,75","31,33",0
P05WMY050,m2,"Panel sándwich H16+corcho80+PYL11","TABLERO AGLOMERADO","CORCHO EXPANDIDO","YESO NEGRO","10,08",10,"13,75","33,83",0
P05WMY100,m2,"Panel Ondutherm H19+A50+Y13","TABLERO AGLOMERADO","ESPUMA DE POLIETILENO RETICULADO","YESO NEGRO","11,97","1,725","16,25","29,945",0
P05WMY110,m2,"Panel Ondutherm H19+A60+Y13","TABLERO AGLOMERADO","ESPUMA DE POLIETILENO RETICULADO","YESO NEGRO","11,97","2,07","16,25","30,29",0
P05WP,,"PANELES SANDWICH ESPUMA POLIURETANO",,,,,,,0,0
P05WP010,m2,"Panel Basic cubierta e=30mm",,,,,,,0,0
P05WP020,m2,"Panel Basic cubierta e=40mm",,,,,,,0,0
P05WT,,"PANELES SANDWICH METÁLICOS",,,,,,,0,0
P05WTA,,"ESPUMA DE POLIURETANO",,,,,,,0,0
P05WTA010,m2,"P.sand-cub ac.galv.+PUR+ac.galv. 35mm","PUR PLANCHA CON HFC O PENTANO","ACERO GALVANIZADO","ACERO GALVANIZADO","1,05","3,9","5,85","10,8",0
P05WTA100,m2,"P.sand-cub a.prelac+PUR+a.prelac 30mm","PUR PLANCHA CON HFC O PENTANO","ACERO GALVANIZADO","ACERO GALVANIZADO","0,9","3,9","5,85","10,65",0
P05WTA110,m2,"P.sand-cub a.prelac+PUR+a.prelac 50mm","PUR PLANCHA CON HFC O PENTANO","ACERO GALVANIZADO","ACERO GALVANIZADO","1,5","3,9","5,85","11,25",0
