v0.6.1,,,,,,,,,,
CÓDIGO,UNIDAD,"MATERIAL BÁSICO","MATERIAL 1","MATERIAL 2","MATERIAL 3",Masa,Masa,Masa,"TOTAL KG","FACTOR DE CALCULO HCE"
P01RV030,m,"Poste circular de acero 40 mm","ACERO LAMINADO",,,"1,48157856",,,"1,48157856",0
P01RZ,,"MATERIALES TRABAJOS COMPLEMENTARIOS",,,,,,,0,0
P01RZ010,m2,"Mamposteria proteccion taludes",ARENISCA,,,"777,6",,,"777,6",0
P01RZ020,t,"Escollera de piedra peso > 500 kg","ROCA NATURAL POROSA",,,1600,,,1600,0
P01RZ030,m,"Piquete de sujeccion de d=12 mm","ACERO GALVANIZADO",,,"0,053330042304",,,"0,053330042304",0
P01RZ040,m,"Poste circular acero galv. d=50","ACERO GALVANIZADO",,,"0,03086622",,,"0,03086622",0
P01RZ050,m,"Malla acero galvan. D.T. h=1,50 m","ACERO GALVANIZADO",,,3,,,3,0
P01RZ060,u,"Árbol de calibre 12-14 cm",,,,,,,0,0
P01RZ070,u,Arbusto,,,,,,,0,0
P01RZ080,m3,"Tierra vegetal fertilizada","TIERRA CRUDA",,,1400,,,1400,0
P01RZ090,m3,Mantillo,,,,,,,0,0
P01RZ100,kg,"Semilla combinada para césped",,,,1,,,1,0
P01RZ110,kg,"Mezcla completa para hidrosiembra",,,,1,,,1,0
P01RZ300,m2,"Malla galvanizada ST/40-14","ACERO GALVANIZADO",,,"1,15",,,"1,15",0
P01RZ310,m,"Poste galvanizado D=50 mm","ACERO GALVANIZADO",,,"0,023149665",,,"0,023149665",0
P01RZ400,u,"Hito expropiación hgón. 510/150/10",,,,,,,0,0
P01RZ500,u,"P.A. abono íntegro grupo I mensual",,,,,,,0,0
P01S,,"PIEDRAS, SILLARES Y MAMPUESTOS",,,,,,,0,0
P01SA,,"PIEDRA ARENISCA",,,,,,,0,0
P01SA061,t,"Mampostería espesor 20/25 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SA062,m2,"Mampostería espesor 10/15 cm","PIEDRA NATURAL CORTE SIERRA",,,300,,,300,0
P01SA200,m,"Bal. 4 pivotes D= 12 cm+base+pasamanos","PIEDRA NATURAL PULIDA",,,"113,182464",,,"113,182464",0
P01SA210,m,"Bal. 4 pivotes 12x12 cm+base+pasamanos","PIEDRA NATURAL PULIDA",,,"132,96",,,"132,96",0
P01SA220,m,"Imp.L.L x 30 x 15 cm, mol. en alto de 30 cm","PIEDRA NATURAL PULIDA",,,90,,,90,0
P01SA230,m,"Columna de revolución de diámetro 30 cm","PIEDRA NATURAL PULIDA",,,"141,372",,,"141,372",0
P01SA240,m,"Arco piedra arenisca 25x25cm en dovelas","PIEDRA NATURAL PULIDA",,,125,,,125,0
P01SA250,m,"Cimbra para el montaje del arco","PIEDRA NATURAL CORTE SIERRA",,,0,,,0,0
P01SC,,"PIEDRA CALIZA LABRADA",,,,,,,0,0
P01SC010,m3,"Piedra caliza labrada","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SC020,m,"Cornisa p.caliza labrada 25x25 cm","PIEDRA NATURAL PULIDA",,,125,,,125,0
P01SC021,m,"Imposta piedra caliza labrada 15x40 cm","PIEDRA NATURAL PULIDA",,,120,,,120,0
P01SC022,m,"Jamba/dintel p.caliza labr.10x30 cm","PIEDRA NATURAL PULIDA",,,60,,,60,0
P01SC023,m,"Canecillo / ménsula p.caliza 25x15 cm","PIEDRA NATURAL PULIDA",,,75,,,75,0
P01SC030,u,"Basa pilar p.caliza lab.40x40x50 cm","PIEDRA NATURAL CORTE SIERRA",,,160,,,160,0
P01SC040,u,"Capitel p. caliza labra.40x40x40 cm","PIEDRA NATURAL CORTE SIERRA",,,128,,,128,0
P01SC050,u,"Fuste p. caliza D=35 cm. h=2,20m","PIEDRA NATURAL CORTE SIERRA",,,"423,3306",,,"423,3306",0
P01SC051,m,"Fuste p.caliza 25x25, h=2,20m","PIEDRA NATURAL PULIDA",,,125,,,125,0
P01SC060,u,"Pilar completo pie.cal.lab h=3 m","PIEDRA NATURAL CORTE SIERRA",,,"577,269",,,"577,269",0
P01SC061,u,"Pilar completo p.cal.lab 25x25 h=3 m","PIEDRA NATURAL CORTE SIERRA",,,375,,,375,0
P01SC070,m,"Pasamanos piedra caliza 20x10 cm","PIEDRA NATURAL PULIDA",,,40,,,40,0
P01SC080,u,"Balaustre p.caliza 14x14-h=80 cm","PIEDRA NATURAL CORTE SIERRA",,,"31,36",,,"31,36",0
P01SC090,m,"Base barandilla p. caliza 25x10 cm","PIEDRA NATURAL PULIDA",,,50,,,50,0
P01SC100,m,"Albardilla piedra caliza 40x10 cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P01SC110,m,"Vierteaguas piedra caliza 30x15/4 cm","PIEDRA NATURAL CORTE SIERRA",,,18,,,18,0
P01SC120,m,"Peldaño p.caliza abujardada 30x15cm","PIEDRA NATURAL PULIDA",,,90,,,90,0
P01SG,,"PIEDRA GRANÍTICA LABRADA",,,,,,,0,0
P01SG010,m3,"Piedra granítica labrada","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SG020,m,"Cornisa granít.labrada 25x25 cm","PIEDRA NATURAL PULIDA",,,125,,,125,0
P01SG030,m,"Imposta p. granít. labrada 15x40 cm","PIEDRA NATURAL PULIDA",,,120,,,120,0
P01SG031,m,"Canecillo / ménsula p.gran.labr. 25x15 cm","PIEDRA NATURAL PULIDA",,,75,,,75,0
P01SG040,m,"Jamba/dintel p. gran. labr.10x30 cm","PIEDRA NATURAL PULIDA",,,60,,,60,0
P01SG050,u,"Basa pilar p.gran.labr. 40x40x50 cm","PIEDRA NATURAL CORTE SIERRA",,,160,,,160,0
P01SG060,u,"Capitel p.gran.labr.40x40x40 cm","PIEDRA NATURAL CORTE SIERRA",,,128,,,128,0
P01SG070,u,"Fuste p.gran.lab.D=35cm y h=2,2m","PIEDRA NATURAL CORTE SIERRA",,,"423,3306",,,"423,3306",0
P01SG080,u,"Pilar completo p.gran.labr h=3m.","PIEDRA NATURAL CORTE SIERRA",,,"577,269",,,"577,269",0
P01SG090,u,"Fuste p.gran.labr. 25x25 y h=2,2 m","PIEDRA NATURAL CORTE SIERRA",,,275,,,275,0
P01SG100,u,"Pilar completo p.gran.labr. h=3m","PIEDRA NATURAL CORTE SIERRA",,,"692,7228",,,"692,7228",0
P01SG101,u,"Pilar completo p.gran.labr. 25x25 h=3m","PIEDRA NATURAL CORTE SIERRA",,,425,,,425,0
P01SG110,m,"Pasamanos p.gran.labr. 20x10 cm","PIEDRA NATURAL PULIDA",,,40,,,40,0
P01SG120,u,"Balaustre p.gran.lab.14x14 h=80","PIEDRA NATURAL CORTE SIERRA",,,"31,36",,,"31,36",0
P01SG130,m,"Base barandilla p.gran.lab.25x10 cm","PIEDRA NATURAL PULIDA",,,50,,,50,0
P01SG140,m,"Albardilla p.gran.labrada 40x10 cm","PIEDRA NATURAL PULIDA",,,80,,,80,0
P01SG150,m,"Vierteaguas p.gran.labr.30x15/4 cm","PIEDRA NATURAL PULIDA",,,18,,,18,0
P01SG160,m,"Peldaño recto gran.labrado 32x18 cm","PIEDRA NATURAL PULIDA",,,"115,2",,,"115,2",0
P01SJ,,"PIEDRAS DECORATIVAS JARDINERÍA","PIEDRA NATURAL CORTE SIERRA",,,0,,,0,0
P01SJ010,kg,"Bolos blancos de río tipo Altea",GRAVA,,,1,,,1,0
P01SJ015,m3,"Bolos blancos de río tipo Altea","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SJ020,kg,"Bolos grandes blancos de mármol","ARENA Y GRAVA NATURAL",,,1,,,1,0
P01SJ030,m3,"Bolos grandes rojos de rodeno","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SJ100,m2,"Pizarra negra corte irregular, en obra.","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SJ110,m2,"Pizarra roja corte irregular, en obra.","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SJ120,m2,"Pizarra arenisca corte irregular,en obra","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SJ130,m2,"Tacos de pizarra negra en obra","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SJ140,m2,"Tacos de pizarra cuarcita en obra","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SJ200,m3,"Piedra caliza de coquera sin tra","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SJ220,u,"Adoquines de granito","PIEDRA NATURAL CORTE SIERRA",,,"5,76",,,"5,76",0
P01SJ250,m2,"Planchocillo fino","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P01SJ280,m2,"Chapado de musgo","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P01SJ300,m3,"Piedra de granito sin trabajar","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SJ310,m3,"Piedra de granito c/musgo en obra","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM,,MAMPOSTERÍA,,,,,,,0,0
P01SM010,m3,"Piedra caliza mampost.ordin.","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM020,m3,"Piedra granít.mampost.ordin.","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM023,t,"Mampostería cuarcita cobre","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM025,m2,"Chapado piedra caliza rubia 2-4 cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P01SM026,m2,"Piedra caliza rubia rugosa 30xLL e=3-5","PIEDRA NATURAL CORTE SIERRA",,,70,,,70,0
P01SM027,m2,"P.caliza hueso veteada 60x40 e=2 cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P01SM030,m2,"Chap.p.granito de corte e=10-12","PIEDRA NATURAL CORTE SIERRA",,,240,,,240,0
P01SM040,m3,"Piedra caliza mamp.conc/care","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM050,m3,"Piedra granít.mamp.conc/care","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM060,m2,"Chap. p. caliza conc.o car. e=15","PIEDRA NATURAL CORTE SIERRA",,,300,,,300,0
P01SM070,m2,"Chap. p. granít.conc.o car. e=15","PIEDRA NATURAL CORTE SIERRA",,,300,,,300,0
P01SM071,m2,"Chap.p. granít.conc.ocar. e=3 cm","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SM080,m3,"Piedra de musgo mampost.ordin.","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM090,m2,"Chapado piedra musgo e=12-15","PIEDRA NATURAL CORTE SIERRA",,,300,,,300,0
P01SM091,m2,"Chap.p.musgo de corte e=10-12","PIEDRA NATURAL CORTE SIERRA",,,240,,,240,0
P01SM100,m2,"Chapado piedra musgo e=10 cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P01SM101,m2,"Chapado piedra musgo 5-7 cm","PIEDRA NATURAL CORTE SIERRA",,,140,,,140,0
P01SM110,m2,"Chapado piedra musgo e=8-12 cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P01SM120,m2,"Chapado piedra musgo e=5 cm","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM130,t,"Cuarcita en lajas hasta e=18 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM140,t,"Cuarcita en lajas serradas 4-6 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM141,t,"Cuarcita en lajas serradas 10-12 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM150,m2,"Cuarcita cobre 1-3 cm","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SM160,m2,"Cuarcita cobre 4-6 cm","PIEDRA NATURAL CORTE SIERRA",,,120,,,120,0
P01SM161,m2,"Cuarcita cobre 20,25xLL e=4-5 cm","PIEDRA NATURAL CORTE SIERRA",,,90,,,90,0
P01SM162,m2,"Cuarcita oro 40x40 e=1,5-2,5 cm","PIEDRA NATURAL CORTE SIERRA",,,50,,,50,0
P01SM163,m2,"Cuarcita oro 40x20 e=1,5-2,5 cm","PIEDRA NATURAL CORTE SIERRA",,,50,,,50,0
P01SM164,m2,"Cuarcita oro 20x20 e=1,5-2,5 cm","PIEDRA NATURAL CORTE SIERRA",,,50,,,50,0
P01SM170,m2,"Piedra crema marfil e=0,7-1,2 cm","PIEDRA NATURAL CORTE SIERRA",,,24,,,24,0
P01SM190,m2,"Rodeno Burdeos 3-4 cm","PIEDRA NATURAL CORTE SIERRA",,,800,,,800,0
P01SM200,m2,"Filita ocre natural 1-3 cm","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SM210,m2,"Filita ocre 30,25xLL e=3-4 cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P01SM215,m2,"Filita ocre con sierre 1-3 cm","PIEDRA NATURAL CORTE SIERRA",,,60,,,60,0
P01SM220,m3,"Bloque piedra granito sin escuadrar","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM230,m3,"Bloque piedra arenisca sin escuadrar","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM240,m3,"Bloque piedra caliza sin escuadrar","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM250,t,"Ripio de piedra de granito","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM260,t,"Ripio dolomía","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM270,t,"Ripio de piedra caliza","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM275,t,"Ripio de piedra arenisca compacta","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM280,t,"Ripio de piedra de musgo","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM290,t,"Perpiaño de piedra de granito","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM300,t,"Perpiaño dolomía","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM310,t,"Perpiaño de piedra caliza","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM320,t,"Perpiaño de piedra de musgo","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM330,t,"Mampuesto irregular de pedernal","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM340,t,"Mampuesto irregular de granito","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM350,t,"Mampuesto irregular de dolomía","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM360,t,"Mampuesto irregular de p. caliza","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM362,t,"Mampuesto irregular de arenisca compacta","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM365,t,"Mampuesto irregular de piedra musgo","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM370,t,"Mampuesto regular de granito","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM380,t,"Mampuesto regular de p. caliza","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM390,t,"Mampuesto regular de p. musgo","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SM500,m3,"Bloque granito gris quintana 1ª","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM510,m3,"Bloque granito gris quintana 2ª","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SM520,m2,"Stonepanel Orient Oro","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM530,m2,"Stonepanel Pizarra Multicolor","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM540,m2,"Stonepanel Pizarra laja negra","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM550,m2,"Stonepanel Silvestre","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM560,m2,"Stonepanel Deco Orient Oro","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM570,m2,"Stonepanel Deco Pizarra multicolor","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SM580,m2,"Stonepanel Deco Pizarra negra","PIEDRA NATURAL CORTE SIERRA",,,100,,,100,0
P01SP,,PIZARRAS,"PIEDRA NATURAL CORTE SIERRA",,,0,,,0,0
P01SP010,t,"Pizarra lajas gris e=12-15 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SP020,t,"Pizarra lajas rojizo e=12-15 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SP030,t,"Pizarra lajas mezcla e=12-15 cm","PIEDRA NATURAL CORTE SIERRA",,,1000,,,1000,0
P01SS,,"PIEDRA SILLERÍA","PIEDRA NATURAL CORTE SIERRA",,,0,,,0,0
P01SS010,m3,"Piedra caliza en sillares abuja.","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SS011,m3,"Piedra arenisca en sillares abuja.","PIEDRA NATURAL CORTE SIERRA",,,2000,,,2000,0
P01SS012,m2,"Sillería arenisca e= 10 cm, liso","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P01SS013,m2,"Sillería arenisca e= 10 cm, rústico","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P01SS014,m2,"Sillería arenisca  e= 20 cm, liso","PIEDRA NATURAL CORTE SIERRA",,,400,,,400,0
P01SS015,m2,"Sillería arenisca e= 20 cm, rústico","PIEDRA NATURAL CORTE SIERRA",,,400,,,400,0
P01SS020,m2,"Chapa.p.granít.sillar 15 aserrada","PIEDRA NATURAL CORTE SIERRA",,,300,,,300,0
P01SS030,m2,"Chapa.p.granít.sillar 15 apomazada","PIEDRA NATURAL PULIDA",,,300,,,300,0
P01SS040,m2,"Chapa.p.gran.sillar 12 flameada","PIEDRA NATURAL CORTE SIERRA",,,240,,,240,0
P01SS050,m2,"Chapa.p.gran.sillar 15 apomazada","PIEDRA NATURAL PULIDA",,,300,,,300,0
P01ST,,"TRATAMIENTOS PIEDRA",,,,,,,0,0
P01ST900,m2,"Limpieza piedra chorro arena","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST901,m2,"Limpieza piedra chorro agua","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST902,m2,"Limpieza piedra con cepillo","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST903,m2,"Tratamiento limpieza contam.","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST904,m2,"Tratamiento endurecedor piedra","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST905,kg,"Restaurador piedra (arena+resin)",,,,1,,,1,0
P01ST906,m2,"Tratamiento consol. caliza","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST907,m2,"Trat. preconsol. caliza","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST908,m2,"Trat. patina organ.","PIEDRA NATURAL PULIDA",,,"0,012",,,"0,012",0
P01ST909,m2,"Tratamiento restauración piedra",,,,,,,0,0
P01T,,METALES,,,,,,,0,0
P01T010,kg,"Plomo Pe=11.400kg/m3",PLOMO,,,1,,,1,0
P01T020,kg,"Acero pucelado para forja","HIERRO FUNDIDO",,,1,,,1,0
P01T030,kg,"Hierro fundido en fundición gris","HIERRO FUNDIDO",,,1,,,1,0
P01T040,u,"Troquel diagonal",,,,"0,05",,,"0,05",0
P01T050,u,"Troquel para remache","ACERO LAMINADO",,,"0,05",,,"0,05",0
P01T060,m,"Cuadradillo pucelado 15x15 mm","ACERO LAMINADO",,,"1,755",,,"1,755",0
P01T070,m,"Cuadradillo pucelado 18x18 mm","ACERO LAMINADO",,,"2,5272",,,"2,5272",0
P01T080,m,"Pletina marco pucelada 35x10 mm","ACERO LAMINADO",,,"2,73",,,"2,73",0
P01T090,m2,"Palastro a/inox AISI-314 10mm","ACERO INOXIDABLE",,,1,,,1,0
P01T100,u,"Varilla de acero inox. D3mm","ACERO INOXIDABLE",,,1,,,1,0
P01U,,"UNIÓN, FIJACIÓN Y SELLADO",,,,1,,,1,0
P01UA,,ADHESIVOS,,,,"0,0613",,,"0,0613",0
P01UA010,u,"Cartuchos Hilti 6,8/18 M rojo","ACERO INOXIDABLE",,,"0,0919",,,"0,0919",0
P01UA020,u,"Cart.Bulo.res.sint.D=25mm L=500mm","ACERO INOXIDABLE",,,"0,1226",,,"0,1226",0
P01UA030,u,"Botes de cola anticalórica",,,,"0,1533",,,"0,1533",0
P01UA040,kg,"Resina epoxi","RESINA EPOXI",,,"0,1839",,,"0,1839",0
P01UA050,kg,"Adhesivo bicomponente resinas epoxi",,,,1,,,1,0
P01UC,,CLAVETERÍA,,,,,,,0,0
P01UC010,u,"Clavo cobre D=3 mm",COBRE,,,,,,0,0
P01UC015,cu,"Puntas 2x30mm acero estir. galv.","ACERO GALVANIZADO",,,"0,07351344",,,"0,07351344",0
P01UC016,cu,"Puntas 2,8-3x50 acero esti galv","ACERO GALVANIZADO",,,"0,257603346",,,"0,257603346",0
P01UC020,kg,"Puntas 17x70","ACERO GALVANIZADO",,,1,,,1,0
P01UC030,kg,"Puntas 20x100","ACERO GALVANIZADO",,,1,,,1,0
P01UC040,kg,"Puntas 21x110","ACERO GALVANIZADO",,,1,,,1,0
P01UC041,u,"Clavo pucelado 10 cm carp.armar",HIERRO,,,"0,0613",,,"0,0613",0
P01UC042,u,"Clavo pucelado 15 cm carp.armar",HIERRO,,,"0,0919",,,"0,0919",0
P01UC045,u,"Clavo pucelado 20 cm carp.armar",HIERRO,,,"0,1226",,,"0,1226",0
P01UC050,u,"Clavo pucelado 25 cm carp.armar",HIERRO,,,"0,1533",,,"0,1533",0
P01UC060,u,"Clavo pucelado 30 cm carp.armar",HIERRO,,,"0,1839",,,"0,1839",0
P01UC070,u,"Clavo Hilti X-ENP 21 HVB","ACERO GALVANIZADO",,,"0,0216",,,"0,0216",0
P01UC080,cu,"Clavo 3,3x60mm a templado galva.","ACERO GALVANIZADO",,,"0,4002806808",,,"0,4002806808",0
P01UC090,u,"Clavo a.galv. c/aran plas p/placa","ACERO GALVANIZADO",,,,,,0,0
P01UC100,u,"Clavo a.galv. c/arandela de plomo","ACERO GALVANIZADO",,,,,,0,0
P01UC110,u,"Clavo espiral 11,5 cm+arandela","ACERO GALVANIZADO",,,"0,0216",,,"0,0216",0
P01UC120,u,"Clavo espiral 15 cm+arandela","ACERO GALVANIZADO",,,"0,0293",,,"0,0293",0
P01UE,,"FIJACIONES ELÉCTRICAS","ACERO GALVANIZADO",,,"0,8",,,"0,8",0
P01UE010,u,"Basculante espiga con resorte M5","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE020,u,"Basculanta gancho con resorte M5","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE030,u,"Cabezal Arpón M5","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE040,u,"Arpón Espiga con resorte M5","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE050,u,"Arpón gancho con resorte M5","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE060,u,"Cabezal basculante","ACERO GALVANIZADO",,,"0,07",,,"0,07",0
P01UE070,u,"Brida nylon A=2,50 L=98 Dmáx=21mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE080,u,"Brida nylon A=3,60 L=290 Dmáx=80mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE090,u,"Brida nylon A=4,80 L=250 Dmáx=68mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE100,u,"Brida nylon A=7,80 L=240 Dmáx=63mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE110,u,"Brida nylon A=9,00 L=780 Dmáx=233mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE120,u,"Brida nylon A=12,60 L=1000 Dmáx=302mm","POLIAMIDA (NYLON) (PA)",,,,,,0,0
P01UE130,u,"Gra.con cla.de ace. templ.cable paralelo","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UE140,u,"Gra.con cla.de acero templ.cable 3x1mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UE150,u,"Gra.con cla.de ace.tem.cable 1x1-2x0.5mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UE160,u,"Gra.con cla.de ace.tem.cable 2x4-3x2.5mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UE170,u,"Gra.con cla.de ace.tem. cable 3x10 mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF,,"FIJACION CALEF. SANITARIO Y AIRE AC.",,,,,,,0,0
P01UF010,u,"Juego escuadra lavabo","ACERO GALVANIZADO",,,"0,8",,,"0,8",0
P01UF020,u,"Juego tornillo lavabo M8","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF030,u,"Juego tornillo lavabo M10","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF040,u,"Juego tornillo WC acero","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF050,u,"Juego tornillo WC fijación cisterna","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF060,u,"Basculante miniatura lavabo M5","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF070,u,"Arandela hierro galvanizado D=3/8""","ACERO GALVANIZADO",,,"0,018",,,"0,018",0
P01UF080,u,"Arandela hierro galvanizado D=1""","ACERO GALVANIZADO",,,"0,027",,,"0,027",0
P01UF090,u,"Arandela hierro galvanizado D=2""","ACERO GALVANIZADO",,,"0,053",,,"0,053",0
P01UF100,u,"Alcayatas para calentadores","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF110,u,"Soporte radiador empotrar zincado 1 1/4""","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF120,u,"Soporte radiador alicatar zincado 1 1/4""","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF130,u,"Soporte radiador alicatar zincado 1""","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF140,u,"Soporte radiador oculto","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF150,u,"Soporte radiador zincado","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF160,u,"Uña radiador universal","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF170,u,"Soporte radiador reversible","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF180,u,"Juego soporte aire acondicion. 400/480mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF190,u,"Juego soporte aire acondicion. 590/490mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF200,u,"Sop.aire aco.reg. c/guía 400x480-1000mm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UF210,u,"Juego soporte pie 45x12cm","ACERO GALVANIZADO",,,"0,05",,,"0,05",0
P01UG,,"ANCLAJES Y CONECTORES",,,,,,,0,0
P01UG010,u,"Anclaje 12 mm coloc.","ACERO GALVANIZADO",,,,,,0,0
P01UG011,u,"Anclaje químico-epoxi 12 mm","RESINA EPOXI",,,,,,0,0
P01UG020,u,"Anclaje 15 mm coloc.","ACERO GALVANIZADO",,,,,,0,0
P01UG030,u,"Anclaje 24 mm coloc.","ACERO GALVANIZADO",,,,,,0,0
P01UG040,kg,"Emaco S-88 mortero especial","MORTERO MIXTO O MORTERO COLA",,,1,,,1,0
